YEAR,QTR,WEEK,PRODUCT,INDUSTRY_UNITS
2012,2012-Q3,2012-28,Freezer,46376
2012,2012-Q3,2012-28,French Door,40933
2012,2012-Q3,2012-28,Front Load,34905
2012,2012-Q3,2012-28,MHC,69334
2012,2012-Q3,2012-28,Side by Side,40088
2012,2012-Q3,2012-28,Top Load,89006
2012,2012-Q3,2012-28,Top Mount,104519
2012,2012-Q3,2012-29,2 Door Bottom Mount,8029
2012,2012-Q3,2012-29,Built-in Ovens,10515
2012,2012-Q3,2012-29,Cooktops,11056
2012,2012-Q3,2012-29,Dishwasher,104836
2012,2012-Q3,2012-29,Dryer,88155
2012,2012-Q3,2012-29,Free Standing Ranges,96954
2012,2012-Q3,2012-29,Freezer,38726
2012,2012-Q3,2012-29,French Door,38546
2012,2012-Q3,2012-29,Front Load,31660
2012,2012-Q3,2012-29,MHC,62370
2012,2012-Q3,2012-29,Side by Side,41110
2012,2012-Q3,2012-29,Top Load,85410
2012,2012-Q3,2012-29,Top Mount,99068
2012,2012-Q3,2012-30,2 Door Bottom Mount,9860
2012,2012-Q3,2012-30,Built-in Ovens,10962
2012,2012-Q3,2012-30,Cooktops,11587
2012,2012-Q3,2012-30,Dishwasher,97942
2012,2012-Q3,2012-30,Dryer,90053
2012,2012-Q3,2012-30,Free Standing Ranges,102286
2012,2012-Q3,2012-30,Freezer,46753
2012,2012-Q3,2012-30,French Door,35189
2012,2012-Q3,2012-30,Front Load,37367
2012,2012-Q3,2012-30,MHC,56672
2012,2012-Q3,2012-30,Side by Side,41817
2012,2012-Q3,2012-30,Top Load,84394
2012,2012-Q3,2012-30,Top Mount,99392
2012,2012-Q3,2012-31,2 Door Bottom Mount,8592
2012,2012-Q3,2012-31,Built-in Ovens,11121
2012,2012-Q3,2012-31,Cooktops,11427
2012,2012-Q3,2012-31,Dishwasher,103190
2012,2012-Q3,2012-31,Dryer,98539
2012,2012-Q3,2012-31,Free Standing Ranges,95280
2012,2012-Q3,2012-31,Freezer,37942
2012,2012-Q3,2012-31,French Door,37180
2012,2012-Q3,2012-31,Front Load,36757
2012,2012-Q3,2012-31,MHC,68938
2012,2012-Q3,2012-31,Side by Side,45797
2012,2012-Q3,2012-31,Top Load,93396
2012,2012-Q3,2012-31,Top Mount,99796
2012,2012-Q3,2012-32,2 Door Bottom Mount,9053
2012,2012-Q3,2012-32,Built-in Ovens,10811
2012,2012-Q3,2012-32,Cooktops,11564
2012,2012-Q3,2012-32,Dishwasher,110970
2012,2012-Q3,2012-32,Dryer,111787
2012,2012-Q3,2012-32,Free Standing Ranges,108890
2012,2012-Q3,2012-32,Freezer,37903
2012,2012-Q3,2012-32,French Door,39244
2012,2012-Q3,2012-32,Front Load,33586
2012,2012-Q3,2012-32,MHC,71039
2012,2012-Q3,2012-32,Side by Side,38246
2012,2012-Q3,2012-32,Top Load,105915
2012,2012-Q3,2012-32,Top Mount,99126
2012,2012-Q3,2012-33,2 Door Bottom Mount,8653
2012,2012-Q3,2012-33,Built-in Ovens,11095
2012,2012-Q3,2012-33,Cooktops,11386
2012,2012-Q3,2012-33,Dishwasher,113899
2012,2012-Q3,2012-33,Dryer,118702
2012,2012-Q3,2012-33,Free Standing Ranges,121200
2012,2012-Q3,2012-33,Freezer,42833
2012,2012-Q3,2012-33,French Door,40667
2012,2012-Q3,2012-33,Front Load,37059
2012,2012-Q3,2012-33,MHC,73008
2012,2012-Q3,2012-33,Side by Side,36575
2012,2012-Q3,2012-33,Top Load,118283
2012,2012-Q3,2012-33,Top Mount,102383
2012,2012-Q3,2012-34,2 Door Bottom Mount,8648
2012,2012-Q3,2012-34,Built-in Ovens,11075
2012,2012-Q3,2012-34,Cooktops,11696
2012,2012-Q3,2012-34,Dishwasher,119202
2012,2012-Q3,2012-34,Dryer,113067
2012,2012-Q3,2012-34,Free Standing Ranges,112573
2012,2012-Q3,2012-34,Freezer,42061
2012,2012-Q3,2012-34,French Door,37336
2012,2012-Q3,2012-34,Front Load,38019
2012,2012-Q3,2012-34,MHC,69792
2012,2012-Q3,2012-34,Side by Side,38364
2012,2012-Q3,2012-34,Top Load,102577
2012,2012-Q3,2012-34,Top Mount,99440
2012,2012-Q3,2012-35,2 Door Bottom Mount,8060
2012,2012-Q3,2012-35,Built-in Ovens,11546
2012,2012-Q3,2012-35,Cooktops,12889
2012,2012-Q3,2012-35,Dishwasher,118371
2012,2012-Q3,2012-35,Dryer,111592
2012,2012-Q3,2012-35,Free Standing Ranges,121499
2012,2012-Q3,2012-35,Freezer,48054
2012,2012-Q3,2012-35,French Door,35576
2012,2012-Q3,2012-35,Front Load,42354
2012,2012-Q3,2012-35,MHC,72568
2012,2012-Q3,2012-35,Side by Side,47052
2012,2012-Q3,2012-35,Top Load,101273
2012,2012-Q3,2012-35,Top Mount,105804
2012,2012-Q3,2012-36,2 Door Bottom Mount,6615
2012,2012-Q3,2012-36,Built-in Ovens,10018
2012,2012-Q3,2012-36,Cooktops,11611
2012,2012-Q3,2012-36,Dishwasher,103388
2012,2012-Q3,2012-36,Dryer,95162
2012,2012-Q3,2012-36,Free Standing Ranges,103656
2012,2012-Q3,2012-36,Freezer,36612
2012,2012-Q3,2012-36,French Door,28835
2012,2012-Q3,2012-36,Front Load,26282
2012,2012-Q3,2012-36,MHC,64198
2012,2012-Q3,2012-36,Side by Side,36917
2012,2012-Q3,2012-36,Top Load,95420
2012,2012-Q3,2012-36,Top Mount,79059
2012,2012-Q3,2012-37,2 Door Bottom Mount,7914
2012,2012-Q3,2012-37,Built-in Ovens,13708
2012,2012-Q3,2012-37,Cooktops,13583
2012,2012-Q3,2012-37,Dishwasher,128675
2012,2012-Q3,2012-37,Dryer,120875
2012,2012-Q3,2012-37,Free Standing Ranges,127551
2012,2012-Q3,2012-37,Freezer,40902
2012,2012-Q3,2012-37,French Door,37627
2012,2012-Q3,2012-37,Front Load,37578
2012,2012-Q3,2012-37,MHC,95223
2012,2012-Q3,2012-37,Side by Side,47197
2012,2012-Q3,2012-37,Top Load,115654
2012,2012-Q3,2012-37,Top Mount,96722
2012,2012-Q3,2012-38,2 Door Bottom Mount,7102
2012,2012-Q3,2012-38,Built-in Ovens,15387
2012,2012-Q3,2012-38,Cooktops,12927
2012,2012-Q3,2012-38,Dishwasher,120105
2012,2012-Q3,2012-38,Dryer,124280
2012,2012-Q3,2012-38,Free Standing Ranges,123885
2012,2012-Q3,2012-38,Freezer,44710
2012,2012-Q3,2012-38,French Door,38646
2012,2012-Q3,2012-38,Front Load,31840
2012,2012-Q3,2012-38,MHC,66036
2012,2012-Q3,2012-38,Side by Side,43424
2012,2012-Q3,2012-38,Top Load,128211
2012,2012-Q3,2012-38,Top Mount,91025
2012,2012-Q3,2012-39,2 Door Bottom Mount,7796
2012,2012-Q3,2012-39,Built-in Ovens,14837
2012,2012-Q3,2012-39,Cooktops,12506
2012,2012-Q3,2012-39,Dishwasher,132451
2012,2012-Q3,2012-39,Dryer,146110
2012,2012-Q3,2012-39,Free Standing Ranges,131039
2012,2012-Q3,2012-39,Freezer,72899
2012,2012-Q3,2012-39,French Door,51495
2012,2012-Q3,2012-39,Front Load,44613
2012,2012-Q3,2012-39,MHC,68094
2012,2012-Q3,2012-39,Side by Side,50249
2012,2012-Q3,2012-39,Top Load,132055
2012,2012-Q3,2012-39,Top Mount,107525
2012,2012-Q4,2012-40,2 Door Bottom Mount,6457
2012,2012-Q4,2012-40,Built-in Ovens,14356
2012,2012-Q4,2012-40,Cooktops,11588
2012,2012-Q4,2012-40,Dishwasher,98203
2012,2012-Q4,2012-40,Dryer,114672
2012,2012-Q4,2012-40,Free Standing Ranges,108775
2012,2012-Q4,2012-40,Freezer,58280
2012,2012-Q4,2012-40,French Door,34251
2012,2012-Q4,2012-40,Front Load,33209
2012,2012-Q4,2012-40,MHC,71390
2012,2012-Q4,2012-40,Side by Side,33818
2012,2012-Q4,2012-40,Top Load,100096
2012,2012-Q4,2012-40,Top Mount,90578
2012,2012-Q4,2012-41,2 Door Bottom Mount,6093
2012,2012-Q4,2012-41,Built-in Ovens,17462
2012,2012-Q4,2012-41,Cooktops,13272
2012,2012-Q4,2012-41,Dishwasher,105061
2012,2012-Q4,2012-41,Dryer,115941
2012,2012-Q4,2012-41,Free Standing Ranges,118967
2012,2012-Q4,2012-41,Freezer,53239
2012,2012-Q4,2012-41,French Door,38376
2012,2012-Q4,2012-41,Front Load,32208
2012,2012-Q4,2012-41,MHC,68523
2012,2012-Q4,2012-41,Side by Side,36984
2012,2012-Q4,2012-41,Top Load,106318
2012,2012-Q4,2012-41,Top Mount,84136
2012,2012-Q4,2012-42,2 Door Bottom Mount,5992
2012,2012-Q4,2012-42,Built-in Ovens,14557
2012,2012-Q4,2012-42,Cooktops,12668
2012,2012-Q4,2012-42,Dishwasher,117495
2012,2012-Q4,2012-42,Dryer,132020
2012,2012-Q4,2012-42,Free Standing Ranges,114742
2012,2012-Q4,2012-42,Freezer,35907
2012,2012-Q4,2012-42,French Door,42565
2012,2012-Q4,2012-42,Front Load,50330
2012,2012-Q4,2012-42,MHC,77643
2012,2012-Q4,2012-42,Side by Side,40436
2012,2012-Q4,2012-42,Top Load,109041
2012,2012-Q4,2012-42,Top Mount,81606
2012,2012-Q4,2012-43,2 Door Bottom Mount,6081
2012,2012-Q4,2012-43,Built-in Ovens,13920
2012,2012-Q4,2012-43,Cooktops,12635
2012,2012-Q4,2012-43,Dishwasher,125707
2012,2012-Q4,2012-43,Dryer,134240
2012,2012-Q4,2012-43,Free Standing Ranges,118481
2012,2012-Q4,2012-43,Freezer,40613
2012,2012-Q4,2012-43,French Door,46885
2012,2012-Q4,2012-43,Front Load,46471
2012,2012-Q4,2012-43,MHC,86900
2012,2012-Q4,2012-43,Side by Side,43246
2012,2012-Q4,2012-43,Top Load,111939
2012,2012-Q4,2012-43,Top Mount,81280
2012,2012-Q4,2012-44,2 Door Bottom Mount,6593
2012,2012-Q4,2012-44,Built-in Ovens,13066
2012,2012-Q4,2012-44,Cooktops,12826
2012,2012-Q4,2012-44,Dishwasher,124317
2012,2012-Q4,2012-44,Dryer,124493
2012,2012-Q4,2012-44,Free Standing Ranges,120193
2012,2012-Q4,2012-44,Freezer,36245
2012,2012-Q4,2012-44,French Door,41547
2012,2012-Q4,2012-44,Front Load,41485
2012,2012-Q4,2012-44,MHC,80710
2012,2012-Q4,2012-44,Side by Side,33415
2012,2012-Q4,2012-44,Top Load,112825
2012,2012-Q4,2012-44,Top Mount,81919
2012,2012-Q4,2012-45,2 Door Bottom Mount,7843
2012,2012-Q4,2012-45,Built-in Ovens,14555
2012,2012-Q4,2012-45,Cooktops,13234
2012,2012-Q4,2012-45,Dishwasher,127820
2012,2012-Q4,2012-45,Dryer,135820
2012,2012-Q4,2012-45,Free Standing Ranges,136122
2012,2012-Q4,2012-45,Freezer,48073
2012,2012-Q4,2012-45,French Door,55678
2012,2012-Q4,2012-45,Front Load,45407
2012,2012-Q4,2012-45,MHC,77790
2012,2012-Q4,2012-45,Side by Side,38718
2012,2012-Q4,2012-45,Top Load,126612
2012,2012-Q4,2012-45,Top Mount,91314
2012,2012-Q4,2012-46,2 Door Bottom Mount,7193
2012,2012-Q4,2012-46,Built-in Ovens,14376
2012,2012-Q4,2012-46,Cooktops,13314
2012,2012-Q4,2012-46,Dishwasher,122837
2012,2012-Q4,2012-46,Dryer,133926
2012,2012-Q4,2012-46,Free Standing Ranges,134949
2012,2012-Q4,2012-46,Freezer,32526
2012,2012-Q4,2012-46,French Door,49180
2012,2012-Q4,2012-46,Front Load,45774
2012,2012-Q4,2012-46,MHC,76040
2012,2012-Q4,2012-46,Side by Side,36860
2012,2012-Q4,2012-46,Top Load,121636
2012,2012-Q4,2012-46,Top Mount,97057
2012,2012-Q4,2012-47,2 Door Bottom Mount,4746
2012,2012-Q4,2012-47,Built-in Ovens,9036
2012,2012-Q4,2012-47,Cooktops,8581
2012,2012-Q4,2012-47,Dishwasher,79755
2012,2012-Q4,2012-47,Dryer,96193
2012,2012-Q4,2012-47,Free Standing Ranges,88803
2012,2012-Q4,2012-47,Freezer,23676
2012,2012-Q4,2012-47,French Door,33846
2012,2012-Q4,2012-47,Front Load,31205
2012,2012-Q4,2012-47,MHC,57510
2012,2012-Q4,2012-47,Side by Side,33025
2012,2012-Q4,2012-47,Top Load,85535
2012,2012-Q4,2012-47,Top Mount,61388
2012,2012-Q4,2012-48,2 Door Bottom Mount,7871
2012,2012-Q4,2012-48,Built-in Ovens,16062
2012,2012-Q4,2012-48,Cooktops,15956
2012,2012-Q4,2012-48,Dishwasher,129637
2012,2012-Q4,2012-48,Dryer,144228
2012,2012-Q4,2012-48,Free Standing Ranges,138318
2012,2012-Q4,2012-48,Freezer,42113
2012,2012-Q4,2012-48,French Door,42490
2012,2012-Q4,2012-48,Front Load,42814
2012,2012-Q4,2012-48,MHC,82310
2012,2012-Q4,2012-48,Side by Side,42015
2012,2012-Q4,2012-48,Top Load,135378
2012,2012-Q4,2012-48,Top Mount,86199
2012,2012-Q4,2012-49,2 Door Bottom Mount,7918
2012,2012-Q4,2012-49,Built-in Ovens,13774
2012,2012-Q4,2012-49,Cooktops,13191
2012,2012-Q4,2012-49,Dishwasher,123235
2012,2012-Q4,2012-49,Dryer,124492
2012,2012-Q4,2012-49,Free Standing Ranges,130849
2012,2012-Q4,2012-49,Freezer,26216
2012,2012-Q4,2012-49,French Door,37012
2012,2012-Q4,2012-49,Front Load,35749
2012,2012-Q4,2012-49,MHC,74490
2012,2012-Q4,2012-49,Side by Side,34147
2012,2012-Q4,2012-49,Top Load,113945
2012,2012-Q4,2012-49,Top Mount,81533
2012,2012-Q4,2012-50,2 Door Bottom Mount,7218
2012,2012-Q4,2012-50,Built-in Ovens,13822
2012,2012-Q4,2012-50,Cooktops,13693
2012,2012-Q4,2012-50,Dishwasher,120146
2012,2012-Q4,2012-50,Dryer,114184
2012,2012-Q4,2012-50,Free Standing Ranges,123810
2012,2012-Q4,2012-50,Freezer,40185
2012,2012-Q4,2012-50,French Door,33910
2012,2012-Q4,2012-50,Front Load,35226
2012,2012-Q4,2012-50,MHC,62359
2012,2012-Q4,2012-50,Side by Side,35869
2012,2012-Q4,2012-50,Top Load,94930
2012,2012-Q4,2012-50,Top Mount,78014
2012,2012-Q4,2012-51,2 Door Bottom Mount,5098
2012,2012-Q4,2012-51,Built-in Ovens,12587
2012,2012-Q4,2012-51,Cooktops,12684
2012,2012-Q4,2012-51,Dishwasher,112963
2012,2012-Q4,2012-51,Dryer,106577
2012,2012-Q4,2012-51,Free Standing Ranges,119611
2012,2012-Q4,2012-51,Freezer,30396
2012,2012-Q4,2012-51,French Door,32206
2012,2012-Q4,2012-51,Front Load,28847
2012,2012-Q4,2012-51,MHC,67474
2012,2012-Q4,2012-51,Side by Side,32482
2012,2012-Q4,2012-51,Top Load,94865
2012,2012-Q4,2012-51,Top Mount,70786
2012,2012-Q4,2012-52,2 Door Bottom Mount,4373
2012,2012-Q4,2012-52,Built-in Ovens,9536
2012,2012-Q4,2012-52,Cooktops,9923
2012,2012-Q4,2012-52,Dishwasher,82826
2012,2012-Q4,2012-52,Dryer,78467
2012,2012-Q4,2012-52,Free Standing Ranges,83788
2012,2012-Q4,2012-52,Freezer,31483
2012,2012-Q4,2012-52,French Door,26558
2012,2012-Q4,2012-52,Front Load,21901
2012,2012-Q4,2012-52,MHC,54856
2012,2012-Q4,2012-52,Side by Side,27074
2012,2012-Q4,2012-52,Top Load,80184
2012,2012-Q4,2012-52,Top Mount,48671
2013,2013-Q1,2013-01,2 Door Bottom Mount,3657
2013,2013-Q1,2013-01,Built-in Ovens,8422
2013,2013-Q1,2013-01,Cooktops,8977
2013,2013-Q1,2013-01,Dishwasher,67849
2013,2013-Q1,2013-01,Dryer,61733
2013,2013-Q1,2013-01,Free Standing Ranges,55496
2013,2013-Q1,2013-01,Freezer,20692
2013,2013-Q1,2013-01,French Door,19716
2013,2013-Q1,2013-01,Front Load,19210
2013,2013-Q1,2013-01,MHC,35649
2013,2013-Q1,2013-01,Side by Side,13855
2013,2013-Q1,2013-01,Top Load,56834
2013,2013-Q1,2013-01,Top Mount,33466
2013,2013-Q1,2013-02,2 Door Bottom Mount,6734
2013,2013-Q1,2013-02,Built-in Ovens,12828
2013,2013-Q1,2013-02,Cooktops,12912
2013,2013-Q1,2013-02,Dishwasher,117613
2013,2013-Q1,2013-02,Dryer,109174
2013,2013-Q1,2013-02,Free Standing Ranges,101610
2013,2013-Q1,2013-02,Freezer,31428
2013,2013-Q1,2013-02,French Door,29734
2013,2013-Q1,2013-02,Front Load,31724
2013,2013-Q1,2013-02,MHC,78008
2013,2013-Q1,2013-02,Side by Side,26037
2013,2013-Q1,2013-02,Top Load,107923
2013,2013-Q1,2013-02,Top Mount,63782
2013,2013-Q1,2013-03,2 Door Bottom Mount,5802
2013,2013-Q1,2013-03,Built-in Ovens,14046
2013,2013-Q1,2013-03,Cooktops,13323
2013,2013-Q1,2013-03,Dishwasher,115274
2013,2013-Q1,2013-03,Dryer,90845
2013,2013-Q1,2013-03,Free Standing Ranges,103551
2013,2013-Q1,2013-03,Freezer,29639
2013,2013-Q1,2013-03,French Door,32463
2013,2013-Q1,2013-03,Front Load,30570
2013,2013-Q1,2013-03,MHC,62990
2013,2013-Q1,2013-03,Side by Side,25001
2013,2013-Q1,2013-03,Top Load,100914
2013,2013-Q1,2013-03,Top Mount,66010
2013,2013-Q1,2013-04,2 Door Bottom Mount,5439
2013,2013-Q1,2013-04,Built-in Ovens,11022
2013,2013-Q1,2013-04,Cooktops,11591
2013,2013-Q1,2013-04,Dishwasher,94267
2013,2013-Q1,2013-04,Dryer,96796
2013,2013-Q1,2013-04,Free Standing Ranges,93460
2013,2013-Q1,2013-04,Freezer,30004
2013,2013-Q1,2013-04,French Door,28856
2013,2013-Q1,2013-04,Front Load,28717
2013,2013-Q1,2013-04,MHC,58295
2013,2013-Q1,2013-04,Side by Side,28489
2013,2013-Q1,2013-04,Top Load,86111
2013,2013-Q1,2013-04,Top Mount,61472
2013,2013-Q1,2013-05,2 Door Bottom Mount,6337
2013,2013-Q1,2013-05,Built-in Ovens,11023
2013,2013-Q1,2013-05,Cooktops,11352
2013,2013-Q1,2013-05,Dishwasher,110968
2013,2013-Q1,2013-05,Dryer,110036
2013,2013-Q1,2013-05,Free Standing Ranges,107362
2013,2013-Q1,2013-05,Freezer,24312
2013,2013-Q1,2013-05,French Door,30510
2013,2013-Q1,2013-05,Front Load,30721
2013,2013-Q1,2013-05,MHC,66435
2013,2013-Q1,2013-05,Side by Side,29063
2013,2013-Q1,2013-05,Top Load,109729
2013,2013-Q1,2013-05,Top Mount,67830
2013,2013-Q1,2013-06,2 Door Bottom Mount,7110
2013,2013-Q1,2013-06,Built-in Ovens,11747
2013,2013-Q1,2013-06,Cooktops,12366
2013,2013-Q1,2013-06,Dishwasher,114686
2013,2013-Q1,2013-06,Dryer,127899
2013,2013-Q1,2013-06,Free Standing Ranges,108740
2013,2013-Q1,2013-06,Freezer,31531
2013,2013-Q1,2013-06,French Door,37700
2013,2013-Q1,2013-06,Front Load,35254
2013,2013-Q1,2013-06,MHC,64513
2013,2013-Q1,2013-06,Side by Side,29381
2013,2013-Q1,2013-06,Top Load,117854
2013,2013-Q1,2013-06,Top Mount,70458
2013,2013-Q1,2013-07,2 Door Bottom Mount,5950
2013,2013-Q1,2013-07,Built-in Ovens,13877
2013,2013-Q1,2013-07,Cooktops,13717
2013,2013-Q1,2013-07,Dishwasher,121230
2013,2013-Q1,2013-07,Dryer,115815
2013,2013-Q1,2013-07,Free Standing Ranges,103605
2013,2013-Q1,2013-07,Freezer,30237
2013,2013-Q1,2013-07,French Door,35418
2013,2013-Q1,2013-07,Front Load,37158
2013,2013-Q1,2013-07,MHC,69382
2013,2013-Q1,2013-07,Side by Side,31733
2013,2013-Q1,2013-07,Top Load,110292
2013,2013-Q1,2013-07,Top Mount,69966
2013,2013-Q1,2013-08,2 Door Bottom Mount,6774
2013,2013-Q1,2013-08,Built-in Ovens,12715
2013,2013-Q1,2013-08,Cooktops,13443
2013,2013-Q1,2013-08,Dishwasher,115608
2013,2013-Q1,2013-08,Dryer,122405
2013,2013-Q1,2013-08,Free Standing Ranges,110438
2013,2013-Q1,2013-08,Freezer,31606
2013,2013-Q1,2013-08,French Door,33089
2013,2013-Q1,2013-08,Front Load,39890
2013,2013-Q1,2013-08,MHC,68235
2013,2013-Q1,2013-08,Side by Side,34346
2013,2013-Q1,2013-08,Top Load,111514
2013,2013-Q1,2013-08,Top Mount,70359
2013,2013-Q1,2013-09,2 Door Bottom Mount,6103
2013,2013-Q1,2013-09,Built-in Ovens,12887
2013,2013-Q1,2013-09,Cooktops,12479
2013,2013-Q1,2013-09,Dishwasher,130763
2013,2013-Q1,2013-09,Dryer,128911
2013,2013-Q1,2013-09,Free Standing Ranges,114751
2013,2013-Q1,2013-09,Freezer,28722
2013,2013-Q1,2013-09,French Door,36312
2013,2013-Q1,2013-09,Front Load,42771
2013,2013-Q1,2013-09,MHC,67402
2013,2013-Q1,2013-09,Side by Side,36232
2013,2013-Q1,2013-09,Top Load,128502
2013,2013-Q1,2013-09,Top Mount,77540
2013,2013-Q1,2013-10,2 Door Bottom Mount,6454
2013,2013-Q1,2013-10,Built-in Ovens,12308
2013,2013-Q1,2013-10,Cooktops,12058
2013,2013-Q1,2013-10,Dishwasher,117250
2013,2013-Q1,2013-10,Dryer,143931
2013,2013-Q1,2013-10,Free Standing Ranges,122536
2013,2013-Q1,2013-10,Freezer,31391
2013,2013-Q1,2013-10,French Door,35183
2013,2013-Q1,2013-10,Front Load,43554
2013,2013-Q1,2013-10,MHC,71340
2013,2013-Q1,2013-10,Side by Side,32528
2013,2013-Q1,2013-10,Top Load,122368
2013,2013-Q1,2013-10,Top Mount,76544
2013,2013-Q1,2013-11,2 Door Bottom Mount,6316
2013,2013-Q1,2013-11,Built-in Ovens,12975
2013,2013-Q1,2013-11,Cooktops,12553
2013,2013-Q1,2013-11,Dishwasher,118040
2013,2013-Q1,2013-11,Dryer,118311
2013,2013-Q1,2013-11,Free Standing Ranges,111460
2013,2013-Q1,2013-11,Freezer,33978
2013,2013-Q1,2013-11,French Door,38374
2013,2013-Q1,2013-11,Front Load,34941
2013,2013-Q1,2013-11,MHC,67772
2013,2013-Q1,2013-11,Side by Side,35962
2013,2013-Q1,2013-11,Top Load,100020
2013,2013-Q1,2013-11,Top Mount,87292
2013,2013-Q1,2013-12,2 Door Bottom Mount,6141
2013,2013-Q1,2013-12,Built-in Ovens,11674
2013,2013-Q1,2013-12,Cooktops,12576
2013,2013-Q1,2013-12,Dishwasher,124482
2013,2013-Q1,2013-12,Dryer,126025
2013,2013-Q1,2013-12,Free Standing Ranges,121208
2013,2013-Q1,2013-12,Freezer,34628
2013,2013-Q1,2013-12,French Door,34559
2013,2013-Q1,2013-12,Front Load,33109
2013,2013-Q1,2013-12,MHC,69236
2013,2013-Q1,2013-12,Side by Side,35807
2013,2013-Q1,2013-12,Top Load,111330
2013,2013-Q1,2013-12,Top Mount,82658
2013,2013-Q1,2013-13,2 Door Bottom Mount,7820
2013,2013-Q1,2013-13,Built-in Ovens,14840
2013,2013-Q1,2013-13,Cooktops,13128
2013,2013-Q1,2013-13,Dishwasher,136999
2013,2013-Q1,2013-13,Dryer,150169
2013,2013-Q1,2013-13,Free Standing Ranges,131841
2013,2013-Q1,2013-13,Freezer,44333
2013,2013-Q1,2013-13,French Door,42885
2013,2013-Q1,2013-13,Front Load,44334
2013,2013-Q1,2013-13,MHC,78202
2013,2013-Q1,2013-13,Side by Side,46626
2013,2013-Q1,2013-13,Top Load,143788
2013,2013-Q1,2013-13,Top Mount,105857
2013,2013-Q2,2013-14,2 Door Bottom Mount,6367
2013,2013-Q2,2013-14,Built-in Ovens,14299
2013,2013-Q2,2013-14,Cooktops,12899
2013,2013-Q2,2013-14,Dishwasher,104936
2013,2013-Q2,2013-14,Dryer,105856
2013,2013-Q2,2013-14,Free Standing Ranges,102743
2013,2013-Q2,2013-14,Freezer,18615
2013,2013-Q2,2013-14,French Door,34237
2013,2013-Q2,2013-14,Front Load,34498
2013,2013-Q2,2013-14,MHC,62631
2013,2013-Q2,2013-14,Side by Side,35316
2013,2013-Q2,2013-14,Top Load,96975
2013,2013-Q2,2013-14,Top Mount,79427
2013,2013-Q2,2013-15,2 Door Bottom Mount,6606
2013,2013-Q2,2013-15,Built-in Ovens,14907
2013,2013-Q2,2013-15,Cooktops,12340
2013,2013-Q2,2013-15,Dishwasher,119589
2013,2013-Q2,2013-15,Dryer,124563
2013,2013-Q2,2013-15,Free Standing Ranges,108939
2013,2013-Q2,2013-15,Freezer,27772
2013,2013-Q2,2013-15,French Door,38718
2013,2013-Q2,2013-15,Front Load,39607
2013,2013-Q2,2013-15,MHC,68585
2013,2013-Q2,2013-15,Side by Side,35342
2013,2013-Q2,2013-15,Top Load,117395
2013,2013-Q2,2013-15,Top Mount,74038
2013,2013-Q2,2013-16,2 Door Bottom Mount,6553
2013,2013-Q2,2013-16,Built-in Ovens,13140
2013,2013-Q2,2013-16,Cooktops,13243
2013,2013-Q2,2013-16,Dishwasher,112433
2013,2013-Q2,2013-16,Dryer,130249
2013,2013-Q2,2013-16,Free Standing Ranges,117203
2013,2013-Q2,2013-16,Freezer,31185
2013,2013-Q2,2013-16,French Door,39803
2013,2013-Q2,2013-16,Front Load,37595
2013,2013-Q2,2013-16,MHC,73978
2013,2013-Q2,2013-16,Side by Side,36307
2013,2013-Q2,2013-16,Top Load,124357
2013,2013-Q2,2013-16,Top Mount,88147
2013,2013-Q2,2013-17,2 Door Bottom Mount,7463
2013,2013-Q2,2013-17,Built-in Ovens,12442
2013,2013-Q2,2013-17,Cooktops,12076
2013,2013-Q2,2013-17,Dishwasher,124732
2013,2013-Q2,2013-17,Dryer,140324
2013,2013-Q2,2013-17,Free Standing Ranges,126413
2013,2013-Q2,2013-17,Freezer,27359
2013,2013-Q2,2013-17,French Door,50772
2013,2013-Q2,2013-17,Front Load,43601
2013,2013-Q2,2013-17,MHC,79676
2013,2013-Q2,2013-17,Side by Side,47132
2013,2013-Q2,2013-17,Top Load,128285
2013,2013-Q2,2013-17,Top Mount,91556
2013,2013-Q2,2013-18,2 Door Bottom Mount,7252
2013,2013-Q2,2013-18,Built-in Ovens,13233
2013,2013-Q2,2013-18,Cooktops,13305
2013,2013-Q2,2013-18,Dishwasher,122343
2013,2013-Q2,2013-18,Dryer,133599
2013,2013-Q2,2013-18,Free Standing Ranges,113165
2013,2013-Q2,2013-18,Freezer,30628
2013,2013-Q2,2013-18,French Door,41388
2013,2013-Q2,2013-18,Front Load,42009
2013,2013-Q2,2013-18,MHC,72762
2013,2013-Q2,2013-18,Side by Side,43176
2013,2013-Q2,2013-18,Top Load,120962
2013,2013-Q2,2013-18,Top Mount,93280
2013,2013-Q2,2013-19,2 Door Bottom Mount,6576
2013,2013-Q2,2013-19,Built-in Ovens,13269
2013,2013-Q2,2013-19,Cooktops,12862
2013,2013-Q2,2013-19,Dishwasher,122123
2013,2013-Q2,2013-19,Dryer,140450
2013,2013-Q2,2013-19,Free Standing Ranges,107623
2013,2013-Q2,2013-19,Freezer,31248
2013,2013-Q2,2013-19,French Door,44523
2013,2013-Q2,2013-19,Front Load,41125
2013,2013-Q2,2013-19,MHC,70287
2013,2013-Q2,2013-19,Side by Side,46802
2013,2013-Q2,2013-19,Top Load,125948
2013,2013-Q2,2013-19,Top Mount,100353
2013,2013-Q2,2013-20,2 Door Bottom Mount,7129
2013,2013-Q2,2013-20,Built-in Ovens,12085
2013,2013-Q2,2013-20,Cooktops,12851
2013,2013-Q2,2013-20,Dishwasher,123077
2013,2013-Q2,2013-20,Dryer,157507
